"Dataset that combines stations from the National Soil Moistuer Network, National Ecological Observatory Network, AmeriFlux Network, and the INternational Soil Moisture Network for the USA.",,,,
station,network,latitude,longitude,source
SIOUXFALLS_LANDFILL,South Dakota Mesonet,43.5,-96.92,NSMN
SIOUXFALLS_SOUTH,South Dakota Mesonet,43.5,-96.76,NSMN
SOUTH_SHORE,South Dakota Mesonet,45.11,-97.1,NSMN
VOLGA,South Dakota Mesonet,44.3,-96.92,NSMN
WEBSTER,South Dakota Mesonet,45.29,-97.52,NSMN
WHITE_LAKE,South Dakota Mesonet,43.73,-98.69,NSMN
Blanco Weather Station,TexMesonet,30.08906,-98.41806,NSMN
Altwein Rd,TexMesonet,30.14,-98.54,NSMN
Headwaters Ranch,TexMesonet,30.09989,-98.70677,NSMN
Holt Oaks Ranch,TexMesonet,30.01867,-98.4567,NSMN
Arnosky Farms,TexMesonet,30.11059,-98.30463,NSMN
Love Creek Preserve,TexMesonet,29.801903,-99.417736,NSMN
HEBFF Camps,TexMesonet,29.858118,-99.680339,NSMN
Epperson Farm,TexMesonet,30.231677,-100.96749,NSMN
Wied Ranch,TexMesonet,29.4377,-96.442663,NSMN
Wegenhoft,TexMesonet,29.658,-96.66039,NSMN
Bernardo Fire Station,TexMesonet,29.762757,-96.39165,NSMN
Spring Hill Water Supply,TexMesonet,29.53925,-97.957278,NSMN
Grones Ranch,TexMesonet,29.512056,-97.850476,NSMN
Garner State Park,TexMesonet,29.60214,-99.73007,NSMN
Jones Ranch,TexMesonet,29.534138,-97.729211,NSMN
Strey Ranch,TexMesonet,29.475113,-98.089391,NSMN
Duke Ranch,TexMesonet,28.495129,-97.265053,NSMN
BQ5 Ranch,TexMesonet,28.618075,-97.667508,NSMN
RB Farms Inc,TexMesonet,28.11268,-97.58853,NSMN
Baker Ranch,TexMesonet,29.65083,-97.83356,NSMN
Spring Hill Water Supply Plant,TexMesonet,29.547216,-97.998802,NSMN
Diamond Half Ranch,TexMesonet,29.413888,-97.887376,NSMN
Escalera Ranch Headquarters,TexMesonet,30.627974,-102.953247,NSMN
Escalera Flat Farm,TexMesonet,30.649569,-103.27449,NSMN
Edwards Stations,TexMesonet,30.93586,-102.991516,NSMN
Rancho Los Comitas,TexMesonet,26.7668,-98.619087,NSMN
Los Machos Farm,TexMesonet,27.470024,-98.135803,NSMN
Sutton County Central,TexMesonet,30.468273,-100.491531,NSMN
Sutton County West,TexMesonet,30.470959,-100.958199,NSMN
Upper Trinity Groundwater Conservation District,TexMesonet,32.970623,-97.716141,NSMN
Filter Plant Nocona,TexMesonet,33.795177,-97.724739,NSMN
Prairie Hill Nocona,TexMesonet,33.798332,-97.590919,NSMN
City of Troy,TexMesonet,31.217001,-97.295471,NSMN
City of Rogers,TexMesonet,30.921471,-97.225601,NSMN
Doc Curb Pump Station,TexMesonet,30.99178,-97.54467,NSMN
River Ridge Ranch,TexMesonet,30.96511,-97.78796,NSMN
Pecan Grove Farms,TexMesonet,30.18795,-97.50312,NSMN
Berkley Ranch,TexMesonet,33.46051,-97.57865,NSMN
Winton Milliff Runnells,TexMesonet,31.82501,-99.95656,NSMN
Paul Williams Runnells,TexMesonet,31.841605,-100.13615,NSMN
Roy Blair Coke,TexMesonet,31.873293,-100.50182,NSMN
LeDrew Arrott Coke,TexMesonet,31.791329,-100.320636,NSMN
Horizon MUD,TexMesonet,31.681601,-106.194031,NSMN
Kerr WMA,TexMesonet,30.092852,-99.50425,NSMN
Paul Tybor Gillespie,TexMesonet,30.32551,-98.96768,NSMN
Devils River Del Norte,TexMesonet,29.933233,-100.941399,NSMN
Pecos County Line,TexMesonet,31.154404,-103.28112,NSMN
Lobo Farms Culberson,TexMesonet,30.871683,-104.780746,NSMN
Royal Farms Culberson,TexMesonet,31.177925,-104.736183,NSMN
Sloan Ranch San Saba,TexMesonet,31.078791,-98.857132,NSMN
Big Dog Ranch,TexMesonet,31.241687,-98.313938,NSMN
Parks Ranch Goliad,TexMesonet,28.68297,-97.262756,NSMN
LaRosa Ranch Refugio,TexMesonet,28.286205,-97.303444,NSMN
Corsicana Pump Station,TexMesonet,31.957319,-96.687202,NSMN
City of Alvarado,TexMesonet,32.398914,-97.208794,NSMN
Mason Wildlife Management Area,TexMesonet,30.852058,-99.240013,NSMN
Don Daniel Mason,TexMesonet,30.638138,-99.08358,NSMN
Blum ISD Farm,TexMesonet,32.088886,-97.353294,NSMN
Aquilla Water Supply District,TexMesonet,31.920912,-97.179176,NSMN
Jim Embree Williamson,TexMesonet,30.527334,-97.598389,NSMN
RBar Menard,TexMesonet,31.057472,-99.69162,NSMN
TxDOT Southbound Rest Area Salado,TexMesonet,30.910655,-97.555029,NSMN
Lake Murvaul Panola,TexMesonet,32.027462,-94.414085,NSMN
City of Carthage,TexMesonet,32.131912,-94.347412,NSMN
Baker Suave Lomas,TexMesonet,29.81735,-101.6141,NSMN
Lake Striker Rusk,TexMesonet,31.933666,-94.974983,NSMN
Texas AgriScience,TexMesonet,26.35177,-97.89729,NSMN
Sutton County East,TexMesonet,30.467516,-100.180167,NSMN
Phyllis Thomas Bandera,TexMesonet,29.674898,-99.365982,NSMN
Ag._Res._Svc._Central_Plains_Exp._Range_(SGS_LTER_at_CSU),USCRN,40.8,-104.75,NSMN
Agassiz_National_Wildlife_Refuge_(Maintenance_Shop_Site),USCRN,48.3,-95.87,NSMN
Agate_Fossil_Beds_National_Monument_(Visitor_Center_Site),USCRN,42.42,-103.73,NSMN
AK_Department_of_Natural_Resources_Haul_Road),USCRN,70.16,-148.46,NSMN
AK_Department_of_Natural_Resources_Haul_Road),USCRN,70.16,-148.46,NSMN
Anheuser_Busch_Coastal_Res._Ctr._Univ._of__VA_(Oyster),USCRN,37.29,-75.92,NSMN
Aransas_National_Wildlife_Refuge_(Weather_Site),USCRN,28.3,-96.82,NSMN
Archbold_Biological_Station,USCRN,27.15,-81.36,NSMN
Arctic_Slope_Regional_Corporation_Ivotuk_Airstrip,USCRN,68.48,-155.75,NSMN
Arctic_Slope_Regional_Corporation_Ivotuk_Airstrip,USCRN,68.48,-155.75,NSMN
Aroostook_National__Wildlife_Ref._(Fire_Training_Area),USCRN,46.96,-67.88,NSMN
ARS_NW__Watershed_Research_Cntr._(Reynolds_Creek_Site),USCRN,43.2,-116.75,NSMN
Auburn_University_Black_Belt_Research_and_Extension_Center,USCRN,32.45,-87.24,NSMN
Auburn_University_Gulf_Coast_Research_and_Extension_Center,USCRN,30.54,-87.87,NSMN
Audubon_Center_of__the_North_Woods,USCRN,46.11,-92.99,NSMN
Audubon_Society_(Spring_Creek_Prairie_Site),USCRN,40.69,-96.85,NSMN
Babbitt_Ranches_(Meridian_Site),USCRN,35.75,-112.33,NSMN
Balcones_National_Wildlife_Refuge_(Flying_X_Ranch),USCRN,30.62,-98.08,NSMN
Bannack_State_Park_Old_Freight_Road_Site,USCRN,45.15,-113,NSMN
Barrow_Obsv._NOAA_Earth_Systems_Res._Lab._Global_Mon._Div.,USCRN,71.32,-156.61,NSMN
Bear_Lodge_Ranger_Dist_Black_Hills_NF_(Massengale_Flats_Site),USCRN,44.51,-104.43,NSMN
Big_Bend_National_Park,USCRN,29.34,-103.2,NSMN
Big_Cypress_National_Preserve_(Ochopee_Headquarters_Vista_Site),USCRN,25.89,-81.31,NSMN
Black_Canyon_of_the_Gunnison_National_Park_(Vernal_Mesa),USCRN,38.54,-107.69,NSMN
BLM_Appleton-Whittell_Research_Ranch,USCRN,31.59,-110.5,NSMN
BLM_Paxson_Airport,USCRN,63.02,-145.5,NSMN
BLM_Paxson_Airport,USCRN,63.02,-145.5,NSMN
Brewton,USCRN,31.14,-87.05,NSMN
Canaan_Valley_Resort_State_Park_(Cabins_Area),USCRN,39.01,-79.47,NSMN
Capitol_Reef_National_Park_Goosenecks_Road_Site,USCRN,38.3,-111.29,NSMN
Chilton_County_Airport,USCRN,32.85,-86.61,NSMN
Clemson_University_(Edisto_Research_&_Edu._Ctr.),USCRN,33.35,-81.32,NSMN
Cornell_University_(Harford_Teaching_&_Research_Center),USCRN,42.44,-76.24,NSMN
Craig_Field_Airport,USCRN,32.33,-86.97,NSMN
Craters_of_the_Moon_NM_&_Preserve_(Headquarters_Area),USCRN,43.46,-113.55,NSMN
Cumberland_Island_National_Seashore_(Stafford_Field),USCRN,30.8,-81.45,NSMN
Death_Valley_National_Park_(Stovepipe_Wells_Site),USCRN,36.6,-117.14,NSMN
Des_Lacs_National_Wildlife_Refuge_(HB-4_Site),USCRN,48.96,-102.17,NSMN
Dinosaur_National_Monument_(Hdq._Maintenance_Site),USCRN,40.24,-108.96,NSMN
DOI_William_L._Finley_NWR_(East_end_of_Field_22),USCRN,44.41,-123.32,NSMN
Duke_Forest_-_Duke_University,USCRN,35.97,-79.09,NSMN
Environment_Canada_CARE_site,USCRN,44.23,-79.78,NSMN
EROS_Data_Center,USCRN,43.73,-96.62,NSMN
Feldun-Purdue_Agricultural_Center_(Pasture_17_Site),USCRN,38.88,-86.57,NSMN
Fort_Peck_Indian_Res._(Give_Out_Morgan_Site),USCRN,48.48,-105.2,NSMN
Fort_Peck_Indian_Res._(Poplar_River_Site),USCRN,48.3,-105.1,NSMN
Fort_Pierre_National_Grassland_(Chester_West),USCRN,44.01,-100.35,NSMN
FS_Tongass_National_Forest_(Yakutat),USCRN,59.5,-139.68,NSMN
Ft._Chadbourne_Foundation_(Foundation_Entrance_Site),USCRN,32.04,-100.24,NSMN
FWS_Nowitna_National_Wildlife_Refuge_(Lake_Site),USCRN,64.5,-154.12,NSMN
FWS_Nowitna_National_Wildlife_Refuge_(Lake_Site),USCRN,64.5,-154.12,NSMN
FWS_Selawik_National_Wildlife_Refuge_(Cabin_Site),USCRN,66.56,-159,NSMN
FWS_Selawik_National_Wildlife_Refuge_(Cabin_Site),USCRN,66.56,-159,NSMN
FWS_Tetlin_National_Wildlife_Refuge_(Seaton_Roadhouse_site),USCRN,62.73,-141.2,NSMN
FWS_Tetlin_National_Wildlife_Refuge_(Seaton_Roadhouse_site),USCRN,62.73,-141.2,NSMN
Glacier_National_Park_(St._Mary_Site),USCRN,48.74,-113.43,NSMN
Golden_Spike_National_Historic_Site_(Visitor_Center_Site),USCRN,41.61,-112.54,NSMN
Grand_Teton_National_Park,USCRN,43.66,-110.71,NSMN
Great_Basin_National_Park_(Gravel_Pit_Site),USCRN,39.01,-114.2,NSMN
Gudmundsen_Sandhills_Laboratory_(Site_1),USCRN,42.06,-101.44,NSMN
Hale_County_Jail,USCRN,32.71,-87.62,NSMN
Heflin_Lock,USCRN,32.83,-88.13,NSMN
Highland_Home,USCRN,31.91,-86.31,NSMN
Institute_of_Ecosystem_Studies_(Environmental_Monitoring_Station),USCRN,41.78,-73.74,NSMN
John_Day_Fossil_Beds_Nat'l._Mon.(Sheep_Rock_Hdqs.),USCRN,44.55,-119.64,NSMN
Jornada_USDA_ARS_Experimental_Range_(Jornada_Headquarters_Site),USCRN,32.61,-106.74,NSMN
Kansas_State_University_(Konza_Prairie_Biological_Station),USCRN,39.1,-96.6,NSMN
Kenai_National_Wildlife_Refuge_(Kenai_Moose_Research_Center),USCRN,60.72,-150.44,NSMN
Kesterson_Reservoir_(US_Bureau_of_Reclamation),USCRN,37.23,-120.88,NSMN
Lake_Clark_National_Park,USCRN,60.19,-154.31,NSMN
Lawrence_County_Airport,USCRN,34.66,-87.34,NSMN
LFST_Br._Exp._Stn.Univ.of_AR_Div.of_Agriculture(Field_#1),USCRN,35.82,-91.78,NSMN
Lower_Rio_Grande_Valley_NWR_(La_Sal_Del_Rey),USCRN,26.52,-98.06,NSMN
Mammoth_Cave_National_Park_(Job_Corps_Site),USCRN,37.25,-86.23,NSMN
Mauna_Loa_Obsv._NOAA_Earth_Systems_Res._Lab.Global_Mon._Div.,USCRN,19.53,-155.57,NSMN
Mesa_Verde_National_Park_(Far_View_Site),USCRN,37.25,-108.5,NSMN
Michigan_State_University_(Upper_Peninsula_Experiment_Station),USCRN,46.33,-86.92,NSMN
Mississippi_State_University_(Coastal_Plain_Exp._Station),USCRN,32.33,-89.07,NSMN
Montana_Department__Fish_Wildlife_&_Parks_Judith_River_WMA,USCRN,46.88,-110.28,NSMN
Mountain_Research_Station_INSTAAR_Univ._of_CO_(Hills_Mill),USCRN,40.03,-105.54,NSMN
MSU_MAFES_North_MS_R&E_Center_(North_MS_Branch),USCRN,34.82,-89.43,NSMN
Muleshoe_National_Wildlife_Refuge_(Headquarters_Site),USCRN,33.95,-102.77,NSMN
Muscle_Shoals_TVA,USCRN,34.77,-87.63,NSMN
NANA_Regional_Corp_Red_Dog_Mine,USCRN,68.02,-162.92,NSMN
NASA_(National_Scientific_Balloon_Facility),USCRN,31.77,-95.72,NSMN
NASA_Kennedy_Space_Center_SLF_Mid-Field_Site,USCRN,28.61,-80.69,NSMN
National_Weather_Service_Gaylord,USCRN,44.9,-84.72,NSMN
Nature_Conservancy_(Red_Canyon_Ranch),USCRN,42.67,-108.66,NSMN
NC_Mtn._Horticultural_Crops_Res._Ctr._(Backlund_Site),USCRN,35.41,-82.55,NSMN
Neal_Smith_NWR_(NOAA_Station_Site),USCRN,41.55,-93.28,NSMN
Necedah_National_Wildlife_Refuge_(Rynearson_Dam_No._2),USCRN,44.06,-90.17,NSMN
Nevada_Test_Site_(Desert_Rock_Meteorological_Lab),USCRN,36.62,-116.02,NSMN
NOAA_/_NESDIS_(FCDAS),USCRN,64.97,-147.51,NSMN
NOAA_National_Weather_Service_(Annette_Island),USCRN,55.04,-131.58,NSMN
NOAA_National_Weather_Service_St_Paul,USCRN,57.15,-170.21,NSMN
North_Alabama_Horticultural_Research_Center,USCRN,34.19,-86.79,NSMN
North_Carolina__Arboretum_(Bierbaum_Site),USCRN,35.49,-82.61,NSMN
North_Cascades_National_Park_(Marblemount),USCRN,48.54,-121.44,NSMN
North_Dakota_State_University_Central_Grasslands_(Sec._14_Site),USCRN,46.77,-99.47,NSMN
Northern_Great_Basin_Experimental_Range_(Rainout_Site),USCRN,43.47,-119.69,NSMN
Northern_Illinois_Agronomy_Research_Center,USCRN,41.84,-88.85,NSMN
NPS_Denali_National_Park_(Wonder_Lake_Campground_Site),USCRN,63.45,-150.87,NSMN
NPS_Denali_National_Park_(Wonder_Lake_Campground_Site),USCRN,63.45,-150.87,NSMN
NPS_Katmai_National_Park_(Contact_Creek),USCRN,58.2,-155.92,NSMN
NPS_Katmai_National_Park_(Contact_Creek),USCRN,58.2,-155.92,NSMN
NPS_Valles_Caldera_National_Preserve,USCRN,35.85,-106.52,NSMN
OK__Panhandle_Research_&_Extn._Center_(Native_Grassland_Site),USCRN,36.59,-101.59,NSMN
Oklahoma_Panhandle_State_Univ._School_of_Agriculture_(Permanent_Pasture),USCRN,36.56,-101.6,NSMN
Oklahoma_State_Univ._(Ag.__Research_Farm_Site),USCRN,36.11,-97.09,NSMN
Oklahoma_State_University_(Efaw_Farm_Site),USCRN,36.13,-97.1,NSMN
Oliver_Lock_&_Dam,USCRN,33.21,-87.59,NSMN
Olympic_National_Park_(Bishop_Field_Site),USCRN,47.51,-123.81,NSMN
OSU_Ohio_Agricultural_Research_&_Development_Center_(Snyder_Farm_Site),USCRN,40.76,-81.91,NSMN
Robert_W._Woodruff_Foundation_(Ichauway-Dubignon_Site),USCRN,31.19,-84.44,NSMN
Robert_W._Woodruff_Foundation_(Ichauway-George_Site),USCRN,31.31,-84.47,NSMN
Roshydromet_Observatory_at_Tiksi,USCRN,71.58,128.91,NSMN
Russellville,USCRN,34.45,-87.71,NSMN
San_Diego_State_Univ's_Santa_Margarita_Ecological_Reserve_(Old_Mine_Road),USCRN,33.43,-117.19,NSMN
Sand_Mountain_Research_/_Extension__(Northwest_Pasture),USCRN,34.28,-85.96,NSMN
Sandhills_State_Park,USCRN,31.62,-102.8,NSMN
SCDNR_(Santee_Coastal_Reserve),USCRN,33.15,-79.36,NSMN
Scottsboro,USCRN,34.69,-85.99,NSMN
SDSU_Antelope_Research_Station_(Calving_Pasture_Site),USCRN,45.51,-103.3,NSMN
Sevilleta_National_Wildlife_Refuge_(LTER_Site),USCRN,34.35,-106.88,NSMN
Shawnee_Trail_Conservation_Area,USCRN,37.42,-94.58,NSMN
Sheldon_National_Wildlife_Refuge_(Little_Sheldon_Site),USCRN,41.84,-119.63,NSMN
Sonora_Desert_Museum,USCRN,32.23,-111.16,NSMN
South_Slough_National_Estuarine_Research_Reserve_(Frederickson_Marsh_Site),USCRN,43.27,-124.31,NSMN
Stroud_Water_Research_Center,USCRN,39.85,-75.78,NSMN
Talladega_Municipal_Airport,USCRN,33.57,-86.05,NSMN
The_Nature_Conservancy_(Samuel_H._Ordway_Prairie_Hdq._Site),USCRN,45.71,-99.12,NSMN
The_Nature_Conservancy_Gustavus_Forelands_Preserve,USCRN,58.42,-135.69,NSMN
The_Nature_Conservancy_Gustavus_Forelands_Preserve,USCRN,58.42,-135.69,NSMN
The_Nature_Conservancy_Kansas_(Smoky_Valley_Ranch),USCRN,38.87,-100.96,NSMN
Theodore_Roosevelt_National_Park_(Painted_Canyon_Site),USCRN,46.89,-103.37,NSMN
Thomas_Jefferson_Foundation,USCRN,37.99,-78.46,NSMN
Thomasville,USCRN,31.88,-87.73,NSMN
Troy,USCRN,31.79,-86,NSMN
U.S._Army_Yuma_Proving_Ground__(Redbluff_Pavement_Site),USCRN,32.83,-114.18,NSMN
Univ._of_California_-_Santa_Barbara_(Coal_Oil_Point_Reserve),USCRN,34.41,-119.87,NSMN
Univ._of_Illinois_(Bondville_Environ._&_Atmos._Resrch._Stn.),USCRN,40.05,-88.37,NSMN
Univ._of_Tennessee_(Plateau_Research_and_Education_Center),USCRN,36.01,-85.13,NSMN
University_of_California_-_Davis_(Bodega_Marine_Laboratory),USCRN,38.32,-123.07,NSMN
University_of_GA_Phil_Campbell_Sr_Natural_Resource_Conservation_Center,USCRN,33.78,-83.38,NSMN
University_of_Hawaii_Waiakea__Experiment_Station,USCRN,19.64,-155.08,NSMN
University_of_Kentucky_(Woodford_County_Site),USCRN,38.09,-84.74,NSMN
University_of_Louisiana_at_Lafayette_(Cade_Farm),USCRN,30.09,-91.87,NSMN
University_of_Maine__(Rogers_Farm_Site),USCRN,44.92,-68.7,NSMN
University_of_Missouri_(Forage_Systems_Research_Station),USCRN,39.86,-93.14,NSMN
University_of_Nebraska_(Prairie_Pines_Site),USCRN,40.84,-96.56,NSMN
University_of_New_Hampshire_(Kingman_Farm_Site),USCRN,43.17,-70.92,NSMN
University_of_New_Hampshire_(Thompson_Farm_Site),USCRN,43.1,-70.94,NSMN
University_of_Rhode_Island_(Peckham_Farm_Site),USCRN,41.47,-71.54,NSMN
University_of_Rhode_Island_(Plains_Road_Site),USCRN,41.49,-71.54,NSMN
Upper_Ouachita_National_Wildlife_Refuge,USCRN,32.88,-92.11,NSMN
US_Fish_&_Wildlife_Service_Turnbull_NWR_(Headquarters_Site),USCRN,47.41,-117.52,NSMN
USDA_Comanche_National_Grassland,USCRN,37.86,-103.82,NSMN
USGS__Sitka_Magnetic_Observatory,USCRN,57.05,-135.32,NSMN
USGS_Shumagin_Magnetic_Observatory,USCRN,55.34,-160.46,NSMN
Valley_Head,USCRN,34.56,-85.61,NSMN
Whiskeytown_National_Recreation_Area_(RAWS_Site),USCRN,40.65,-122.6,NSMN
White_River_Trace_Conservation_Area_(Stand_4_Compartment_7),USCRN,37.63,-91.72,NSMN
Yosemite_National_Park_(Crane_Flat_Lookout),USCRN,37.75,-119.82,NSMN
Lind_Retired (Lind),Washington State AWN,47,-118.57,WSAWN
Othello (WSU Othello),Washington State AWN,46.79,-119.04,WSAWN
Roza NE,Washington State AWN,46.29,-119.65,WSAWN
Plymouth (Station 2),Washington State AWN,45.97,-119.46,WSAWN
Richland.N (WSU TC),Washington State AWN,46.33,-119.27,WSAWN
Richland_Old (Richland),Washington State AWN,46.26,-119.26,WSAWN
Badger.Cyn (Badger Canyon),Washington State AWN,46.18,-119.28,WSAWN
Peshastin,Washington State AWN,47.56,-120.59,WSAWN
Wenatch.S (Wenatchee Heights),Washington State AWN,47.37,-120.31,WSAWN
Vancouver (WSU Vancouver RE),Washington State AWN,45.68,-122.65,WSAWN
Dayton.NW (Dayton NW),Washington State AWN,46.39,-118.05,WSAWN
Baker Flat,Washington State AWN,47.52,-120.29,WSAWN
St.Andrews-Retired (St. Andrews),Washington State AWN,47.65,-119.42,WSAWN
Brewster.S (Brewster),Washington State AWN,48.06,-119.86,WSAWN
Crane,Washington State AWN,48.07,-119.8,WSAWN
Baker Flat Historical,Washington State AWN,47.52,-120.29,WSAWN
Big.Flat (PK_McClenny),Washington State AWN,46.36,-118.8,WSAWN
Connell.N (Connell Bench),Washington State AWN,46.71,-118.91,WSAWN
Basin.City (Basin City),Washington State AWN,46.65,-119.16,WSAWN
Royal City,Washington State AWN,46.91,-119.62,WSAWN
Wahluke (Wahluke Slope),Washington State AWN,46.77,-119.82,WSAWN
Royal City North,Washington State AWN,46.96,-119.6,WSAWN
Odell (WAI-Moe),Washington State AWN,45.64,-121.55,WSAWN
PhinnyHill (Phinny Hill),Washington State AWN,45.9,-119.9,WSAWN
Craigmont (Craigmont SE),Washington State AWN,46.22,-116.42,WSAWN
Corvallis (Corvallis East),Washington State AWN,44.57,-123.24,WSAWN
Woodburn (Woodburn South),Washington State AWN,45.12,-122.84,WSAWN
St.Paul (St. Paul South),Washington State AWN,45.14,-122.95,WSAWN
Silverton (Silverton North),Washington State AWN,45.04,-122.78,WSAWN
Chief.Joe (Chief Joe),Washington State AWN,48.03,-119.64,WSAWN
Loomis.Grd (Loomis Grade),Washington State AWN,48.78,-119.43,WSAWN
Ellisforde,Washington State AWN,48.79,-119.4,WSAWN
Brewster.N (Brewster Flat),Washington State AWN,48.13,-119.75,WSAWN
Pogue Flat,Washington State AWN,48.42,-119.55,WSAWN
Tonasket,Washington State AWN,48.69,-119.45,WSAWN
Oroville,Washington State AWN,48.94,-119.42,WSAWN
Tokeland,Washington State AWN,46.71,-123.97,WSAWN
Moro,Washington State AWN,45.49,-120.71,WSAWN
Fir.Island (Fir Island),Washington State AWN,48.36,-122.42,WSAWN
Mt.Vernon (WSU Mt Vernon),Washington State AWN,48.44,-122.39,WSAWN
Stanwood,Washington State AWN,48.23,-122.37,WSAWN
Arlington,Washington State AWN,48.2,-122.23,WSAWN
Olympia.E (East Olympia),Washington State AWN,46.95,-122.84,WSAWN
Tumwa.SW (Tumwater SW),Washington State AWN,46.95,-122.96,WSAWN
Pendleton,Washington State AWN,45.72,-118.63,WSAWN
WallaWalla (Walla Walla),Washington State AWN,46.08,-118.27,WSAWN
The Dalles SW,Washington State AWN,45.58,-121.22,WSAWN
Ten Mile,Washington State AWN,48.87,-122.48,WSAWN
Lynden,Washington State AWN,48.94,-122.51,WSAWN
Pullman.S (Pullman),Washington State AWN,46.7,-117.15,WSAWN
St.John (St. John),Washington State AWN,47.08,-117.59,WSAWN
Pullman NE,Washington State AWN,46.78,-117.09,WSAWN
Garfield.E (Garfield East),Washington State AWN,47,-117.06,WSAWN
Pullman.C (Pullman Central),Washington State AWN,46.73,-117.14,WSAWN
Byron,Washington State AWN,46.21,-119.88,WSAWN
Mabton,Washington State AWN,46.18,-119.93,WSAWN
Moxee.E (Moxee East),Washington State AWN,46.55,-120.3,WSAWN
Snipes,Washington State AWN,46.3,-119.92,WSAWN
Mabton.E (Mabton East),Washington State AWN,46.2,-119.93,WSAWN
Gleed,Washington State AWN,46.7,-120.62,WSAWN
Sunside.S (Port Of Sunnyside),Washington State AWN,46.28,-120.01,WSAWN
Wapato,Washington State AWN,46.44,-120.53,WSAWN
Buena,Washington State AWN,46.44,-120.29,WSAWN
PAWS Naches,Washington State AWN,46.72,-120.67,WSAWN
ABER,West Texas Mesonet,33.88,-101.76,NSMN
AIKE,West Texas Mesonet,34.13,-101.57,NSMN
AMAS,West Texas Mesonet,35.11,-101.8,NSMN
AMHE,West Texas Mesonet,34.02,-102.4,NSMN
AMNW,West Texas Mesonet,35.42,-101.93,NSMN
ANTO,West Texas Mesonet,33.73,-102.19,NSMN
ASPE,West Texas Mesonet,33.17,-100.2,NSMN
BIGL,West Texas Mesonet,31.19,-101.47,NSMN
BOOT,West Texas Mesonet,34.89,-102.99,NSMN
BROW,West Texas Mesonet,33.15,-102.27,NSMN
CAPR,West Texas Mesonet,34.41,-101.07,NSMN
CHIL,West Texas Mesonet,34.46,-100.2,NSMN
CLAR,West Texas Mesonet,34.92,-100.93,NSMN
CLAU,West Texas Mesonet,34.98,-101.5,NSMN
CLYD,West Texas Mesonet,32.41,-99.53,NSMN
COYA,West Texas Mesonet,31.28,-103.07,NSMN
CROW,West Texas Mesonet,33.98,-99.71,NSMN
DENV,West Texas Mesonet,32.99,-102.94,NSMN
DIMM,West Texas Mesonet,34.57,-102.29,NSMN
DORA,West Texas Mesonet,33.92,-103.36,NSMN
DOZI,West Texas Mesonet,35.08,-100.39,NSMN
FLOY,West Texas Mesonet,34,-101.33,NSMN
FLUV,West Texas Mesonet,32.9,-101.2,NSMN
FRIO,West Texas Mesonet,34.65,-102.69,NSMN
GDNT,West Texas Mesonet,35.03,-101.19,NSMN
GOOD,West Texas Mesonet,34.34,-99.94,NSMN
HART,West Texas Mesonet,34.42,-102.11,NSMN
HERE,West Texas Mesonet,34.83,-102.42,NSMN
JAYT,West Texas Mesonet,33.23,-100.57,NSMN
JUNC,West Texas Mesonet,30.47,-99.78,NSMN
LAMS,West Texas Mesonet,32.71,-101.94,NSMN
LBBW2,West Texas Mesonet,33.6,-101.9,NSMN
LEVE,West Texas Mesonet,33.53,-102.36,NSMN
LOMA,West Texas Mesonet,32.1,-101.63,NSMN
MALL,West Texas Mesonet,33.39,-102.61,NSMN
MEMP,West Texas Mesonet,34.73,-100.53,NSMN
MENA,West Texas Mesonet,30.93,-99.81,NSMN
MERT,West Texas Mesonet,31.3,-100.81,NSMN
MORT,West Texas Mesonet,33.73,-102.74,NSMN
MULE,West Texas Mesonet,34.21,-102.74,NSMN
NEWH,West Texas Mesonet,33.33,-101.91,NSMN
NORT,West Texas Mesonet,34.27,-100.6,NSMN
ODON2,West Texas Mesonet,32.98,-101.83,NSMN
OLTO,West Texas Mesonet,34.09,-102.12,NSMN
PADU,West Texas Mesonet,33.89,-100.4,NSMN
PAMP,West Texas Mesonet,35.54,-100.93,NSMN
PANH,West Texas Mesonet,35.33,-101.39,NSMN
PITC,West Texas Mesonet,33.57,-100.48,NSMN
PLAI,West Texas Mesonet,33.23,-102.84,NSMN
RALL,West Texas Mesonet,33.67,-101.38,NSMN
REES2,West Texas Mesonet,33.61,-102.05,NSMN
ROAR,West Texas Mesonet,33.94,-100.85,NSMN
SASU,West Texas Mesonet,31.54,-100.51,NSMN
SEAG,West Texas Mesonet,32.94,-102.57,NSMN
SEMI,West Texas Mesonet,32.74,-102.64,NSMN
SEYM,West Texas Mesonet,33.63,-99.29,NSMN
SILV,West Texas Mesonet,34.45,-101.19,NSMN
SPUR,West Texas Mesonet,33.48,-100.88,NSMN
STAM,West Texas Mesonet,32.91,-99.72,NSMN
STER,West Texas Mesonet,31.83,-101.06,NSMN
STLW,West Texas Mesonet,31.66,-101.6,NSMN
TARZ,West Texas Mesonet,32.31,-102.01,NSMN
TATU,West Texas Mesonet,33.24,-103.35,NSMN
TULI,West Texas Mesonet,34.54,-101.74,NSMN
UMBA,West Texas Mesonet,34.99,-102.08,NSMN
VALL,West Texas Mesonet,34.38,-100.93,NSMN
VIGO,West Texas Mesonet,34.65,-101.5,NSMN
WALL2,West Texas Mesonet,31.38,-100.27,NSMN
WEIN,West Texas Mesonet,33.34,-99.67,NSMN
WELC,West Texas Mesonet,32.93,-102.13,NSMN
WOLF,West Texas Mesonet,33.42,-102.05,NSMN
